n;Gauss;zopzoptymalizowany Gauss;Gauss-Seidel;Sparse;wyliczony czas Gauss;wyliczony czas Gauss(z);wyliczony czas Gauss-Seidel;wyliczony czas Sparse;
1.0;637334.2;-605301.2000000005;2322497.0000000014;-950383.9;637334.2;-605301.2000000005;2322497.0000000014;-950383.9
10.0;196998.00000000017;-146270.00000000003;-224666.0000000001;96366.0;1969980.0000000019;-1462700.0000000002;-2246660.000000001;963660.0
100.0;-22864.00000000003;20989.000000000007;-554.0000000000048;0.0;-2286400.000000003;2098900.000000001;-55400.00000000048;0.0
1000.0;-304.39999999999884;0.0;0.0;0.0;-304399.99999999884;0.0;0.0;0.0
dla n - ;10;suma;czasow;wynosi;16514.20000000042;30898.80000000028;20436.999999999985;13276.099999999977;

1.0;832886.499999998;728449.1;19344.300000000185;-72613.59999999996;832886.499999998;728449.1;19344.300000000185;-72613.59999999996
11.0;-89532.72727272715;-67389.09090909093;17296.36363636366;7547.272727272724;-984859.9999999986;-741280.0000000002;190260.0000000003;83019.99999999997
121.0;-91.07438016528945;200.99173553719172;-1639.3388429752104;0.0;-11020.000000000024;24320.000000000196;-198360.00000000047;0.0
1331.0;131.25469571750608;0.0;0.0;0.0;174700.00000000058;0.0;0.0;0.0
dla n - ;11;suma;czasow;wynosi;11706.49999999997;11489.09999999994;11244.300000000017;10406.400000000009;

1.0;-173525.10000000003;92313.60000000011;-429219.0;231683.1000000001;-173525.10000000003;92313.60000000011;-429219.0;231683.1000000001
12.0;10233.333333333303;7174.999999999991;3353.3333333333335;-18293.33333333334;122799.99999999964;86099.99999999988;40240.0;-219520.00000000006
144.0;2025.2777777777812;-1144.5833333333333;2806.1111111111113;0.0;291640.0000000005;-164820.0;404080.0;0.0
1728.0;-131.4583333333334;0.0;0.0;0.0;-227160.00000000012;0.0;0.0;0.0
dla n - ;12;suma;czasow;wynosi;13754.900000000023;13593.599999999977;15101.0;12163.100000000035;

1.0;391268.1000000002;122491.29999999939;-179687.19999999972;242196.8;391268.1000000002;122491.29999999939;-179687.19999999972;242196.8
13.0;-4681.538461538452;22298.461538461575;17349.23076923077;-17553.846153846152;-60859.999999999876;289880.00000000047;225540.0;-228199.99999999997
169.0;-1381.8934911242607;-2356.0946745562123;-182.60355029585966;0.0;-233540.00000000006;-398179.9999999999;-30860.000000000284;0.0
2197.0;-36.57715065999101;0.0;0.0;0.0;-80360.00000000025;0.0;0.0;0.0
dla n - ;13;suma;czasow;wynosi;16508.10000000002;14191.299999999988;14992.799999999996;13996.800000000017;

1.0;228537.10000000018;-174772.30000000013;271303.19999999984;92144.6;228537.10000000018;-174772.30000000013;271303.19999999984;92144.6
14.0;-10765.714285714297;-3747.1428571428364;-22345.71428571431;-5327.142857142857;-150720.00000000017;-52459.99999999971;-312840.00000000035;-74580.0
196.0;-625.7142857142863;1258.1632653061215;304.1836734693904;0.0;-122640.00000000013;246599.99999999983;59620.00000000052;0.0
2744.0;22.988338192419864;0.0;0.0;0.0;63080.00000000011;0.0;0.0;0.0
dla n - ;14;suma;czasow;wynosi;18257.099999999984;19367.699999999983;18083.200000000004;17564.600000000006;

1.0;98996.89999999983;656018.6000000003;-6039.999999999976;208090.8;98996.89999999983;656018.6000000003;-6039.999999999976;208090.8
15.0;6385.333333333344;-42213.333333333336;-2705.333333333334;-12369.333333333334;95780.00000000016;-633200.0;-40580.00000000001;-185540.0
225.0;-832.1777777777777;-3.5555555555569685;307.91111111111104;0.0;-187239.99999999997;-800.0000000003179;69279.99999999999;0.0
3375.0;4.450370370370362;0.0;0.0;0.0;15019.999999999973;0.0;0.0;0.0
dla n - ;15;suma;czasow;wynosi;22556.899999999994;22018.60000000001;22660.0;22550.79999999999;

1.0;-183166.3;267581.5;-186399.4;-143266.4;-183166.3;267581.5;-186399.4;-143266.4
16.0;39067.5;-4468.75;-1857.5;10705.0;625080.0;-71500.0;-29720.0;171280.0
256.0;-1657.03125;-659.765625;954.84375;0.0;-424200.0;-168900.0;244440.0;0.0
4096.0;2.685546875;0.0;0.0;0.0;11000.0;0.0;0.0;0.0
dla n - ;16;suma;czasow;wynosi;28713.70000000001;27181.5;28320.600000000006;28013.600000000006;

1.0;-173669.20000000016;105575.70000000016;321276.2000000003;649512.5999999994;-173669.20000000016;105575.70000000016;321276.2000000003;649512.5999999994
17.0;10407.058823529407;-15456.470588235294;-11860.000000000013;-36162.35294117643;176919.9999999999;-262760.0;-201620.0000000002;-614759.9999999993
289.0;-765.4671280276805;663.2525951557087;-296.95501730103837;0.0;-221219.99999999965;191679.99999999983;-85820.00000000009;0.0
4913.0;51.6222267453694;0.0;0.0;0.0;253619.99999999988;0.0;0.0;0.0
dla n - ;17;suma;czasow;wynosi;35650.79999999999;34495.69999999998;33836.20000000001;34752.60000000009;

1.0;457945.20000000007;-183268.7;562353.0000000002;-125249.49999999997;457945.20000000007;-183268.7;562353.0000000002;-125249.49999999997
18.0;-29317.777777777774;75517.77777777777;-39278.88888888889;9281.11111111111;-527719.9999999999;1359319.9999999998;-707020.0;167059.99999999997
324.0;39.50617283950617;-3497.4691358024684;575.308641975308;0.0;12800.0;-1133179.9999999998;186399.9999999998;0.0
5832.0;17.157064471879263;0.0;0.0;0.0;100059.99999999985;0.0;0.0;0.0
dla n - ;18;suma;czasow;wynosi;43085.20000000004;42871.30000000005;41733.00000000003;41810.5;

1.0;1597969.000000001;-2074517.5999999996;811759.7;1746754.5;1597969.000000001;-2074517.5999999996;811759.7;1746754.5
