Dzialanie:
Gauss(bez optymalizacji);x^0;x^1;x^2;x^3;Gauss(zoptymalizowany);x^0;x^1;x^2;Gauss-Seidel;x^0;x^1;x^2;
;-8.59473708437777E7;1237590.2996030157;-2768.918520452516;5.955099418221038;;9.810879030953242E7;-542488.1865951325;686.684862993031;;1.117721464837257E8;-602583.148123839;3254.297219774871;
Budowanie:
Gauss(bez optymalizacji);x^0;x^1;x^2;x^3;Gauss(zoptymalizowany);x^0;x^1;x^2;Gauss-Seidel;x^0;x^1;x^2;
;-56279.68458990651;10431.930829589734;-12.231066978462014;0.01085667391455557;;649277.5886131388;-1655.5596629954957;12.140332097511022;;3607085.342266834;-14333.557291878695;33.995008479530746;
A teraz dzialanie + budowanie
Gauss(bez optymalizacji);x^0;x^1;x^2;x^3;Gauss(zoptymalizowany);x^0;x^1;x^2;Gauss-Seidel;x^0;x^1;x^2;
;-8.600365052841222E7;1248022.2304328906;-2781.149587431364;5.965956092135732;;9.875806789814448E7;-544143.7462581245;698.82519509054;;1.1537923182598908E8;-616916.705415713;3288.2922282544005;
